sales_document,sales_item,document_date,posting_date,company_code,sales_org,distribution_channel,division,plant,customer_id,product_id,quantity,uom,net_price_usd,discount_pct,net_value_usd,tax_rate,gross_value_usd,currency,status
7000001146,451,2025-05-07,2025-05-07,US00,US01,10,2,USE1,C00012,P00005,20,EA,8.36,0.12,147.14,0.07,157.44,USD,Open
7000001146,452,2024-08-22,2024-08-25,US00,US01,20,2,USC1,C00018,P00011,2,EA,9.57,0.11,17.03,0.07,18.22,USD,Billed
7000001146,453,2025-09-11,2025-09-13,US00,US01,10,2,USC1,C00013,P00010,2,EA,11.67,0.16,19.61,0.09,21.37,USD,Delivered
7000001147,454,2024-06-09,2024-06-10,US00,US01,20,1,USC1,C00080,P00004,1,EA,3.99,0.05,3.79,0.05,3.98,USD,Billed
7000001147,455,2024-11-26,2024-11-30,US00,US01,20,2,USE1,C00040,P00002,5,EA,1.57,0.09,7.14,0.05,7.5,USD,Billed
7000001147,456,2024-11-28,2024-12-02,US00,US01,10,1,USC1,C00072,P00008,1,EA,7.1,0.13,6.18,0.07,6.61,USD,Open
7000001148,457,2024-02-19,2024-02-20,US00,US01,20,1,USW1,C00059,P00005,6,EA,8.36,0.02,49.16,0.065,52.36,USD,Delivered
7000001148,458,2025-06-06,2025-06-10,US00,US01,10,2,USE1,C00031,P00012,2,EA,11.35,0.07,21.11,0.065,22.48,USD,Billed
7000001148,459,2025-05-06,2025-05-06,US00,US01,10,2,USC1,C00031,P00008,12,EA,7.1,0.17,70.72,0.05,74.26,USD,Delivered
7000001149,460,2025-08-04,2025-08-07,US00,US01,10,2,USC1,C00064,P00008,4,EA,7.1,0.08,26.13,0.08,28.22,USD,Open
7000001149,461,2024-09-28,2024-09-29,US00,US01,20,2,USW1,C00048,P00013,5,EA,10.86,0.14,46.7,0.08,50.44,USD,Open
7000001149,462,2025-08-02,2025-08-04,US00,US01,20,2,USE1,C00059,P00008,12,EA,7.1,0.12,74.98,0.08,80.98,USD,Open
7000001150,463,2024-09-08,2024-09-08,US00,US01,20,2,USW1,C00031,P00007,3,EA,6.82,0.11,18.21,0.08,19.67,USD,Open
7000001150,464,2025-07-13,2025-07-16,US00,US01,20,1,USW1,C00050,P00004,1,EA,3.99,0.0,3.99,0.09,4.35,USD,Billed
7000001150,465,2024-03-30,2024-04-03,US00,US01,10,1,USW1,C00036,P00002,10,EA,1.57,0.0,15.7,0.065,16.72,USD,Open
7000001151,466,2025-03-21,2025-03-23,US00,US01,10,2,USC1,C00048,P00007,12,EA,6.82,0.03,79.38,0.05,83.35,USD,Open
7000001151,467,2024-11-27,2024-11-27,US00,US01,20,1,USW1,C00066,P00004,6,EA,3.99,0.12,21.07,0.05,22.12,USD,Delivered
7000001151,468,2024-05-18,2024-05-18,US00,US01,20,2,USW1,C00019,P00015,12,EA,11.16,0.06,125.88,0.07,134.69,USD,Open
7000001152,469,2024-12-22,2024-12-25,US00,US01,10,1,USE1,C00058,P00009,12,EA,3.2,0.11,34.18,0.065,36.4,USD,Open
7000001152,470,2025-08-23,2025-08-27,US00,US01,10,2,USC1,C00036,P00009,12,EA,3.2,0.21,30.34,0.065,32.31,USD,Delivered
7000001152,471,2024-09-30,2024-09-30,US00,US01,10,2,USE1,C00016,P00005,8,EA,8.36,0.01,66.21,0.07,70.84,USD,Open
7000001153,472,2024-01-19,2024-01-20,US00,US01,10,1,USE1,C00007,P00010,20,EA,11.67,0.09,212.39,0.07,227.26,USD,Open
7000001153,473,2024-11-06,2024-11-09,US00,US01,20,2,USE1,C00015,P00009,8,EA,3.2,0.04,24.58,0.07,26.3,USD,Delivered
7000001153,474,2024-06-02,2024-06-04,US00,US01,20,1,USC1,C00008,P00011,5,EA,9.57,0.17,39.72,0.08,42.9,USD,Open
7000001154,475,2025-01-24,2025-01-28,US00,US01,10,1,USC1,C00029,P00010,2,EA,11.67,0.03,22.64,0.05,23.77,USD,Delivered
7000001154,476,2024-09-16,2024-09-19,US00,US01,20,1,USE1,C00016,P00002,3,EA,1.57,0.16,3.96,0.08,4.28,USD,Billed
7000001154,477,2025-09-11,2025-09-14,US00,US01,20,1,USC1,C00011,P00005,3,EA,8.36,0.11,22.32,0.07,23.88,USD,Open
7000001155,478,2025-07-24,2025-07-25,US00,US01,10,2,USC1,C00041,P00004,1,EA,3.99,0.08,3.67,0.065,3.91,USD,Open
7000001155,479,2024-05-04,2024-05-06,US00,US01,20,2,USW1,C00023,P00006,1,EA,4.57,0.0,4.57,0.08,4.94,USD,Delivered
7000001155,480,2024-12-19,2024-12-19,US00,US01,10,2,USE1,C00064,P00013,15,EA,10.86,0.03,158.01,0.05,165.91,USD,Delivered
7000001156,481,2024-09-29,2024-09-29,US00,US01,20,2,USC1,C00021,P00010,1,EA,11.67,0.06,10.97,0.05,11.52,USD,Billed
7000001156,482,2025-09-10,2025-09-10,US00,US01,20,2,USE1,C00029,P00011,5,EA,9.57,0.12,42.11,0.08,45.48,USD,Delivered
7000001156,483,2024-09-01,2024-09-04,US00,US01,20,2,USE1,C00056,P00008,6,EA,7.1,0.11,37.91,0.08,40.94,USD,Billed
7000001157,484,2025-03-25,2025-03-27,US00,US01,10,2,USE1,C00060,P00009,3,EA,3.2,0.03,9.31,0.05,9.78,USD,Delivered
7000001157,485,2024-09-03,2024-09-04,US00,US01,10,2,USC1,C00006,P00003,4,EA,11.02,0.08,40.55,0.07,43.39,USD,Billed
7000001157,486,2025-06-03,2025-06-03,US00,US01,20,1,USE1,C00004,P00003,1,EA,11.02,0.01,10.91,0.07,11.67,USD,Billed
7000001158,487,2024-05-20,2024-05-24,US00,US01,10,1,USE1,C00020,P00010,5,EA,11.67,0.03,56.6,0.08,61.13,USD,Open
7000001158,488,2024-12-27,2024-12-27,US00,US01,20,1,USE1,C00024,P00009,2,EA,3.2,0.06,6.02,0.07,6.44,USD,Open
7000001158,489,2024-01-08,2024-01-08,US00,US01,20,1,USC1,C00004,P00007,4,EA,6.82,0.08,25.1,0.09,27.36,USD,Delivered
7000001159,490,2025-04-22,2025-04-24,US00,US01,20,1,USW1,C00016,P00002,3,EA,1.57,0.07,4.38,0.065,4.66,USD,Billed
7000001159,491,2024-12-17,2024-12-19,US00,US01,10,1,USW1,C00005,P00011,10,EA,9.57,0.09,87.09,0.065,92.75,USD,Delivered
7000001159,492,2025-05-09,2025-05-13,US00,US01,10,2,USE1,C00045,P00002,4,EA,1.57,0.09,5.71,0.07,6.11,USD,Delivered
7000001160,493,2025-08-28,2025-08-29,US00,US01,10,2,USE1,C00004,P00002,4,EA,1.57,0.11,5.59,0.09,6.09,USD,Open
7000001160,494,2025-03-02,2025-03-05,US00,US01,20,1,USE1,C00017,P00001,4,EA,6.55,0.11,23.32,0.07,24.95,USD,Billed
7000001160,495,2024-02-08,2024-02-10,US00,US01,20,1,USC1,C00022,P00003,15,EA,11.02,0.09,150.42,0.065,160.2,USD,Delivered
7000001161,496,2025-08-15,2025-08-15,US00,US01,10,1,USW1,C00025,P00001,2,EA,6.55,0.08,12.05,0.09,13.13,USD,Open
7000001161,497,2024-07-05,2024-07-06,US00,US01,20,1,USE1,C00061,P00007,4,EA,6.82,0.12,24.01,0.065,25.57,USD,Billed
7000001161,498,2025-08-18,2025-08-19,US00,US01,10,2,USE1,C00055,P00004,15,EA,3.99,0.18,49.08,0.08,53.01,USD,Open
7000001162,499,2025-08-22,2025-08-26,US00,US01,10,2,USE1,C00051,P00002,1,EA,1.57,0.0,1.57,0.05,1.65,USD,Delivered
7000001162,500,2024-04-02,2024-04-06,US00,US01,20,1,USC1,C00024,P00001,4,EA,6.55,0.19,21.22,0.08,22.92,USD,Billed
7000001162,501,2024-03-26,2024-03-29,US00,US01,10,1,USE1,C00026,P00002,3,EA,1.57,0.02,4.62,0.08,4.99,USD,Open
7000001163,502,2024-02-13,2024-02-15,US00,US01,20,1,USW1,C00016,P00003,15,EA,11.02,0.06,155.38,0.065,165.48,USD,Delivered
7000001163,503,2024-05-16,2024-05-18,US00,US01,10,1,USW1,C00071,P00003,4,EA,11.02,0.05,41.88,0.065,44.6,USD,Delivered
7000001163,504,2025-02-24,2025-02-28,US00,US01,20,2,USW1,C00056,P00013,4,EA,10.86,0.1,39.1,0.07,41.84,USD,Billed
7000001164,505,2024-03-14,2024-03-15,US00,US01,20,1,USE1,C00042,P00010,10,EA,11.67,0.17,96.86,0.08,104.61,USD,Billed
7000001164,506,2025-07-01,2025-07-04,US00,US01,10,1,USC1,C00028,P00012,4,EA,11.35,0.0,45.4,0.065,48.35,USD,Delivered
7000001164,507,2025-09-04,2025-09-06,US00,US01,20,2,USE1,C00003,P00006,1,EA,4.57,0.07,4.25,0.05,4.46,USD,Open
7000001165,508,2025-05-26,2025-05-27,US00,US01,10,1,USE1,C00072,P00001,6,EA,6.55,0.13,34.19,0.09,37.27,USD,Delivered
7000001165,509,2024-06-04,2024-06-07,US00,US01,10,2,USE1,C00046,P00008,4,EA,7.1,0.16,23.86,0.08,25.77,USD,Delivered
7000001165,510,2024-09-11,2024-09-14,US00,US01,20,1,USW1,C00044,P00011,10,EA,9.57,0.05,90.92,0.065,96.83,USD,Billed
7000001166,511,2024-06-19,2024-06-19,US00,US01,10,1,USC1,C00062,P00004,8,EA,3.99,0.01,31.6,0.065,33.65,USD,Billed
7000001166,512,2024-06-18,2024-06-22,US00,US01,20,2,USE1,C00035,P00007,12,EA,6.82,0.04,78.57,0.08,84.86,USD,Billed
7000001166,513,2024-11-17,2024-11-20,US00,US01,20,1,USC1,C00001,P00011,5,EA,9.57,0.11,42.59,0.08,46.0,USD,Open
7000001167,514,2025-07-20,2025-07-20,US00,US01,20,1,USE1,C00016,P00004,20,EA,3.99,0.0,79.8,0.09,86.98,USD,Delivered
7000001167,515,2025-03-31,2025-04-01,US00,US01,20,1,USW1,C00010,P00013,3,EA,10.86,0.06,30.63,0.065,32.62,USD,Delivered
7000001167,516,2025-08-25,2025-08-29,US00,US01,20,2,USE1,C00008,P00008,2,EA,7.1,0.03,13.77,0.09,15.01,USD,Delivered
7000001168,517,2025-09-04,2025-09-04,US00,US01,20,1,USW1,C00061,P00003,2,EA,11.02,0.13,19.17,0.07,20.51,USD,Delivered
7000001168,518,2024-06-03,2024-06-05,US00,US01,10,2,USW1,C00036,P00009,8,EA,3.2,0.03,24.83,0.08,26.82,USD,Open
7000001168,519,2024-12-14,2024-12-18,US00,US01,10,1,USW1,C00073,P00009,6,EA,3.2,0.0,19.2,0.05,20.16,USD,Billed
7000001169,520,2025-03-26,2025-03-29,US00,US01,10,1,USC1,C00055,P00005,3,EA,8.36,0.14,21.57,0.07,23.08,USD,Delivered
7000001169,521,2025-10-14,2025-10-15,US00,US01,20,2,USE1,C00044,P00010,2,EA,11.67,0.05,22.17,0.07,23.72,USD,Delivered
7000001169,522,2024-06-21,2024-06-22,US00,US01,20,1,USC1,C00012,P00008,6,EA,7.1,0.0,42.6,0.09,46.43,USD,Open
7000001170,523,2024-01-10,2024-01-14,US00,US01,20,2,USE1,C00058,P00014,2,EA,7.66,0.1,13.79,0.09,15.03,USD,Billed
7000001170,524,2024-09-21,2024-09-21,US00,US01,10,1,USW1,C00062,P00012,12,EA,11.35,0.11,121.22,0.05,127.28,USD,Billed
7000001170,525,2025-03-13,2025-03-17,US00,US01,10,1,USC1,C00056,P00004,20,EA,3.99,0.15,67.83,0.065,72.24,USD,Delivered
7000001171,526,2024-09-03,2024-09-07,US00,US01,10,1,USE1,C00064,P00001,5,EA,6.55,0.1,29.48,0.05,30.95,USD,Open
7000001171,527,2025-06-29,2025-07-02,US00,US01,10,2,USC1,C00010,P00001,12,EA,6.55,0.07,73.1,0.065,77.85,USD,Open
7000001171,528,2025-05-13,2025-05-17,US00,US01,20,2,USE1,C00060,P00013,20,EA,10.86,0.13,188.96,0.09,205.97,USD,Delivered
7000001172,529,2024-05-08,2024-05-12,US00,US01,10,1,USE1,C00067,P00008,2,EA,7.1,0.1,12.78,0.08,13.8,USD,Open
7000001172,530,2025-08-23,2025-08-25,US00,US01,10,1,USC1,C00063,P00008,5,EA,7.1,0.04,34.08,0.08,36.81,USD,Billed
7000001172,531,2025-08-27,2025-08-27,US00,US01,20,1,USW1,C00017,P00003,2,EA,11.02,0.01,21.82,0.08,23.57,USD,Open
7000001173,532,2024-11-22,2024-11-26,US00,US01,20,2,USW1,C00074,P00009,4,EA,3.2,0.13,11.14,0.09,12.14,USD,Billed
7000001173,533,2025-02-07,2025-02-08,US00,US01,20,1,USE1,C00027,P00009,2,EA,3.2,0.1,5.76,0.09,6.28,USD,Delivered
7000001173,534,2025-09-20,2025-09-21,US00,US01,20,2,USE1,C00012,P00008,1,EA,7.1,0.06,6.67,0.08,7.2,USD,Billed
7000001174,535,2025-08-28,2025-08-30,US00,US01,20,1,USE1,C00066,P00005,20,EA,8.36,0.05,158.84,0.09,173.14,USD,Billed
7000001174,536,2025-09-02,2025-09-03,US00,US01,10,1,USC1,C00019,P00009,6,EA,3.2,0.13,16.7,0.05,17.54,USD,Billed
7000001174,537,2025-09-16,2025-09-17,US00,US01,20,2,USW1,C00046,P00013,4,EA,10.86,0.08,39.96,0.05,41.96,USD,Open
7000001175,538,2024-12-24,2024-12-28,US00,US01,20,2,USW1,C00037,P00005,8,EA,8.36,0.11,59.52,0.09,64.88,USD,Billed
7000001175,539,2025-08-25,2025-08-26,US00,US01,10,2,USC1,C00007,P00008,1,EA,7.1,0.12,6.25,0.05,6.56,USD,Open
7000001175,540,2024-01-17,2024-01-21,US00,US01,20,2,USW1,C00051,P00002,12,EA,1.57,0.08,17.33,0.07,18.54,USD,Open
7000001176,541,2024-09-30,2024-09-30,US00,US01,20,2,USW1,C00039,P00005,3,EA,8.36,0.0,25.08,0.09,27.34,USD,Billed
7000001176,542,2024-04-25,2024-04-25,US00,US01,20,2,USW1,C00054,P00002,1,EA,1.57,0.12,1.38,0.065,1.47,USD,Delivered
7000001176,543,2024-03-31,2024-04-04,US00,US01,20,1,USE1,C00005,P00008,1,EA,7.1,0.05,6.74,0.07,7.21,USD,Open
7000001177,544,2024-03-22,2024-03-25,US00,US01,20,1,USW1,C00032,P00014,12,EA,7.66,0.04,88.24,0.07,94.42,USD,Billed
7000001177,545,2024-11-19,2024-11-23,US00,US01,20,2,USC1,C00005,P00001,10,EA,6.55,0.09,59.6,0.09,64.96,USD,Open
7000001177,546,2024-04-23,2024-04-25,US00,US01,20,2,USE1,C00079,P00003,3,EA,11.02,0.19,26.78,0.065,28.52,USD,Billed
7000001178,547,2024-02-27,2024-02-29,US00,US01,10,2,USE1,C00073,P00008,6,EA,7.1,0.08,39.19,0.07,41.93,USD,Open
7000001178,548,2024-06-02,2024-06-06,US00,US01,20,2,USC1,C00027,P00010,6,EA,11.67,0.06,65.82,0.05,69.11,USD,Billed
7000001178,549,2025-02-07,2025-02-08,US00,US01,20,1,USE1,C00023,P00012,10,EA,11.35,0.08,104.42,0.07,111.73,USD,Delivered
7000001179,550,2025-09-19,2025-09-21,US00,US01,20,1,USW1,C00021,P00007,10,EA,6.82,0.06,64.11,0.08,69.24,USD,Open
7000001179,551,2024-09-22,2024-09-24,US00,US01,20,2,USC1,C00031,P00002,6,EA,1.57,0.03,9.14,0.05,9.6,USD,Delivered
7000001179,552,2024-11-10,2024-11-12,US00,US01,20,2,USW1,C00072,P00006,4,EA,4.57,0.1,16.45,0.09,17.93,USD,Open
7000001180,553,2024-02-10,2024-02-11,US00,US01,10,2,USW1,C00053,P00004,2,EA,3.99,0.04,7.66,0.08,8.27,USD,Open
7000001180,554,2024-04-14,2024-04-16,US00,US01,20,2,USE1,C00038,P00009,20,EA,3.2,0.08,58.88,0.065,62.71,USD,Open
7000001180,555,2024-07-11,2024-07-13,US00,US01,20,1,USC1,C00079,P00013,10,EA,10.86,0.0,108.6,0.05,114.03,USD,Billed
7000001181,556,2025-02-04,2025-02-05,US00,US01,20,2,USE1,C00034,P00007,3,EA,6.82,0.2,16.37,0.07,17.52,USD,Delivered
7000001181,557,2024-10-04,2024-10-04,US00,US01,20,1,USC1,C00035,P00007,3,EA,6.82,0.0,20.46,0.08,22.1,USD,Delivered
7000001181,558,2024-12-19,2024-12-23,US00,US01,10,1,USE1,C00072,P00003,1,EA,11.02,0.01,10.91,0.065,11.62,USD,Delivered
7000001182,559,2025-08-02,2025-08-06,US00,US01,20,1,USC1,C00043,P00013,15,EA,10.86,0.09,148.24,0.09,161.58,USD,Delivered
7000001182,560,2024-09-12,2024-09-16,US00,US01,20,1,USE1,C00062,P00003,2,EA,11.02,0.07,20.5,0.065,21.83,USD,Billed
7000001182,561,2025-10-12,2025-10-14,US00,US01,20,1,USE1,C00014,P00015,6,EA,11.16,0.06,62.94,0.05,66.09,USD,Delivered
7000001183,562,2024-04-08,2024-04-10,US00,US01,20,1,USW1,C00023,P00011,4,EA,9.57,0.05,36.37,0.05,38.19,USD,Open
7000001183,563,2025-08-10,2025-08-10,US00,US01,20,1,USW1,C00039,P00011,1,EA,9.57,0.12,8.42,0.09,9.18,USD,Delivered
7000001183,564,2024-10-08,2024-10-11,US00,US01,20,2,USC1,C00053,P00007,12,EA,6.82,0.03,79.38,0.07,84.94,USD,Billed
7000001184,565,2025-02-06,2025-02-07,US00,US01,10,1,USE1,C00017,P00006,2,EA,4.57,0.09,8.32,0.05,8.74,USD,Open
7000001184,566,2024-04-18,2024-04-18,US00,US01,20,2,USW1,C00036,P00002,10,EA,1.57,0.06,14.76,0.09,16.09,USD,Billed
7000001184,567,2024-07-17,2024-07-18,US00,US01,10,1,USE1,C00019,P00014,3,EA,7.66,0.09,20.91,0.09,22.79,USD,Billed
7000001185,568,2024-10-29,2024-11-02,US00,US01,10,1,USE1,C00046,P00005,6,EA,8.36,0.16,42.13,0.05,44.24,USD,Delivered
7000001185,569,2024-11-22,2024-11-26,US00,US01,20,2,USC1,C00060,P00013,6,EA,10.86,0.05,61.9,0.07,66.23,USD,Delivered
7000001185,570,2024-06-02,2024-06-06,US00,US01,10,2,USC1,C00077,P00003,6,EA,11.02,0.12,58.19,0.08,62.85,USD,Open
7000001186,571,2025-07-05,2025-07-06,US00,US01,20,1,USC1,C00061,P00001,5,EA,6.55,0.06,30.78,0.05,32.32,USD,Delivered
7000001186,572,2025-10-06,2025-10-06,US00,US01,20,2,USC1,C00028,P00008,20,EA,7.1,0.09,129.22,0.05,135.68,USD,Open
7000001186,573,2025-02-08,2025-02-08,US00,US01,20,2,USW1,C00025,P00013,10,EA,10.86,0.09,98.83,0.07,105.75,USD,Billed
7000001187,574,2025-04-06,2025-04-06,US00,US01,10,2,USE1,C00011,P00009,1,EA,3.2,0.09,2.91,0.05,3.06,USD,Billed
7000001187,575,2024-05-11,2024-05-13,US00,US01,10,2,USE1,C00038,P00013,12,EA,10.86,0.08,119.89,0.065,127.68,USD,Delivered
7000001187,576,2024-03-24,2024-03-28,US00,US01,10,1,USW1,C00018,P00012,2,EA,11.35,0.01,22.47,0.05,23.59,USD,Open
7000001188,577,2025-02-02,2025-02-02,US00,US01,20,2,USE1,C00038,P00006,3,EA,4.57,0.14,11.79,0.065,12.56,USD,Delivered
7000001188,578,2025-09-19,2025-09-22,US00,US01,20,1,USC1,C00014,P00015,5,EA,11.16,0.04,53.57,0.05,56.25,USD,Open
7000001188,579,2024-04-18,2024-04-22,US00,US01,20,1,USE1,C00075,P00005,8,EA,8.36,0.11,59.52,0.08,64.28,USD,Delivered
7000001189,580,2024-08-08,2024-08-11,US00,US01,20,2,USC1,C00041,P00003,6,EA,11.02,0.08,60.83,0.065,64.78,USD,Billed
7000001189,581,2025-07-06,2025-07-08,US00,US01,20,2,USW1,C00020,P00009,8,EA,3.2,0.03,24.83,0.05,26.07,USD,Billed
7000001189,582,2025-01-02,2025-01-02,US00,US01,10,1,USW1,C00060,P00015,12,EA,11.16,0.02,131.24,0.07,140.43,USD,Billed
7000001190,583,2024-05-26,2024-05-27,US00,US01,10,1,USC1,C00041,P00015,4,EA,11.16,0.04,42.85,0.05,44.99,USD,Open
7000001190,584,2024-04-21,2024-04-23,US00,US01,10,2,USW1,C00007,P00010,4,EA,11.67,0.1,42.01,0.065,44.74,USD,Open
7000001190,585,2025-09-06,2025-09-10,US00,US01,20,2,USC1,C00044,P00010,2,EA,11.67,0.08,21.47,0.065,22.87,USD,Billed
7000001191,586,2025-07-11,2025-07-14,US00,US01,10,1,USC1,C00026,P00012,1,EA,11.35,0.06,10.67,0.065,11.36,USD,Billed
7000001191,587,2025-05-08,2025-05-11,US00,US01,10,1,USW1,C00002,P00009,1,EA,3.2,0.12,2.82,0.065,3.0,USD,Open
7000001191,588,2025-05-19,2025-05-20,US00,US01,10,1,USE1,C00074,P00001,10,EA,6.55,0.15,55.68,0.05,58.46,USD,Billed
7000001192,589,2025-04-19,2025-04-20,US00,US01,10,2,USW1,C00003,P00004,4,EA,3.99,0.01,15.8,0.065,16.83,USD,Open
7000001192,590,2024-09-27,2024-09-28,US00,US01,10,2,USW1,C00057,P00015,1,EA,11.16,0.08,10.27,0.05,10.78,USD,Open
7000001192,591,2025-02-24,2025-02-24,US00,US01,20,1,USW1,C00002,P00013,4,EA,10.86,0.12,38.23,0.08,41.29,USD,Delivered
7000001193,592,2025-01-01,2025-01-02,US00,US01,20,1,USC1,C00079,P00014,1,EA,7.66,0.0,7.66,0.07,8.2,USD,Billed
7000001193,593,2024-10-06,2024-10-06,US00,US01,20,1,USE1,C00023,P00011,10,EA,9.57,0.08,88.04,0.07,94.2,USD,Billed
7000001193,594,2024-10-09,2024-10-12,US00,US01,20,2,USE1,C00023,P00009,6,EA,3.2,0.04,18.43,0.065,19.63,USD,Billed
7000001194,595,2024-02-09,2024-02-10,US00,US01,20,1,USE1,C00004,P00002,12,EA,1.57,0.15,16.01,0.065,17.05,USD,Billed
7000001194,596,2024-07-07,2024-07-08,US00,US01,20,1,USC1,C00070,P00001,20,EA,6.55,0.05,124.45,0.07,133.16,USD,Delivered
7000001194,597,2024-06-12,2024-06-14,US00,US01,20,1,USE1,C00003,P00002,2,EA,1.57,0.07,2.92,0.05,3.07,USD,Delivered
7000001195,598,2025-06-19,2025-06-20,US00,US01,10,2,USE1,C00017,P00004,6,EA,3.99,0.05,22.74,0.07,24.33,USD,Open
7000001195,599,2025-06-19,2025-06-19,US00,US01,20,1,USW1,C00053,P00011,6,EA,9.57,0.01,56.85,0.07,60.83,USD,Delivered
7000001195,600,2024-01-04,2024-01-07,US00,US01,20,2,USE1,C00064,P00009,3,EA,3.2,0.12,8.45,0.07,9.04,USD,Delivered
7000001196,601,2024-10-16,2024-10-18,US00,US01,20,1,USW1,C00077,P00012,1,EA,11.35,0.07,10.56,0.065,11.25,USD,Open
7000001196,602,2025-03-08,2025-03-10,US00,US01,20,1,USC1,C00070,P00001,15,EA,6.55,0.09,89.41,0.065,95.22,USD,Open
7000001196,603,2025-04-15,2025-04-17,US00,US01,10,1,USE1,C00019,P00015,4,EA,11.16,0.09,40.62,0.07,43.46,USD,Open
7000001197,604,2024-06-29,2024-07-02,US00,US01,20,2,USW1,C00077,P00003,3,EA,11.02,0.04,31.74,0.05,33.33,USD,Delivered
7000001197,605,2024-09-04,2024-09-08,US00,US01,10,1,USW1,C00037,P00011,1,EA,9.57,0.07,8.9,0.07,9.52,USD,Billed
7000001197,606,2025-09-19,2025-09-19,US00,US01,10,1,USE1,C00025,P00011,4,EA,9.57,0.01,37.9,0.08,40.93,USD,Billed
7000001198,607,2024-10-05,2024-10-06,US00,US01,10,1,USC1,C00011,P00012,20,EA,11.35,0.12,199.76,0.05,209.75,USD,Open
7000001198,608,2025-08-03,2025-08-03,US00,US01,10,2,USC1,C00066,P00012,6,EA,11.35,0.0,68.1,0.05,71.5,USD,Delivered
7000001198,609,2024-09-10,2024-09-12,US00,US01,10,1,USW1,C00054,P00009,8,EA,3.2,0.12,22.53,0.09,24.56,USD,Billed
7000001199,610,2024-06-29,2024-07-02,US00,US01,10,1,USC1,C00063,P00014,15,EA,7.66,0.14,98.81,0.07,105.73,USD,Billed
7000001199,611,2025-05-23,2025-05-26,US00,US01,20,2,USE1,C00046,P00005,2,EA,8.36,0.03,16.22,0.05,17.03,USD,Delivered
7000001199,612,2025-07-19,2025-07-22,US00,US01,20,1,USE1,C00041,P00003,1,EA,11.02,0.18,9.04,0.05,9.49,USD,Billed
7000001200,613,2024-11-21,2024-11-25,US00,US01,20,2,USE1,C00019,P00006,8,EA,4.57,0.04,35.1,0.08,37.91,USD,Billed
7000001200,614,2024-12-22,2024-12-26,US00,US01,10,1,USE1,C00072,P00004,1,EA,3.99,0.11,3.55,0.08,3.83,USD,Open
7000001200,615,2025-10-11,2025-10-13,US00,US01,10,1,USW1,C00038,P00015,8,EA,11.16,0.1,80.35,0.065,85.57,USD,Billed
7000001201,616,2025-01-25,2025-01-27,US00,US01,20,2,USE1,C00049,P00008,8,EA,7.1,0.07,52.82,0.07,56.52,USD,Billed
7000001201,617,2025-09-06,2025-09-10,US00,US01,10,1,USW1,C00001,P00009,6,EA,3.2,0.05,18.24,0.09,19.88,USD,Open
7000001201,618,2024-03-25,2024-03-27,US00,US01,10,2,USC1,C00039,P00012,5,EA,11.35,0.08,52.21,0.08,56.39,USD,Delivered
7000001202,619,2024-11-12,2024-11-15,US00,US01,20,1,USW1,C00064,P00001,4,EA,6.55,0.08,24.1,0.09,26.27,USD,Open
7000001202,620,2024-07-30,2024-08-02,US00,US01,10,2,USC1,C00003,P00003,2,EA,11.02,0.17,18.29,0.065,19.48,USD,Delivered
7000001202,621,2025-05-29,2025-05-30,US00,US01,20,1,USC1,C00049,P00012,20,EA,11.35,0.13,197.49,0.09,215.26,USD,Open
7000001203,622,2025-01-18,2025-01-19,US00,US01,20,2,USC1,C00025,P00009,1,EA,3.2,0.04,3.07,0.08,3.32,USD,Delivered
7000001203,623,2024-12-07,2024-12-09,US00,US01,20,1,USE1,C00024,P00002,10,EA,1.57,0.05,14.92,0.08,16.11,USD,Delivered
7000001203,624,2024-02-07,2024-02-09,US00,US01,10,2,USE1,C00041,P00007,3,EA,6.82,0.02,20.05,0.08,21.65,USD,Open
7000001204,625,2025-05-25,2025-05-25,US00,US01,20,1,USE1,C00064,P00005,2,EA,8.36,0.0,16.72,0.08,18.06,USD,Open
7000001204,626,2025-02-23,2025-02-23,US00,US01,10,2,USE1,C00073,P00015,10,EA,11.16,0.07,103.79,0.065,110.54,USD,Open
7000001204,627,2024-06-17,2024-06-21,US00,US01,10,1,USC1,C00045,P00009,6,EA,3.2,0.0,19.2,0.09,20.93,USD,Billed
7000001205,628,2024-12-08,2024-12-11,US00,US01,10,1,USC1,C00004,P00009,1,EA,3.2,0.03,3.1,0.07,3.32,USD,Open
7000001205,629,2024-11-01,2024-11-04,US00,US01,20,2,USE1,C00015,P00011,2,EA,9.57,0.11,17.03,0.05,17.88,USD,Billed
7000001205,630,2025-06-25,2025-06-27,US00,US01,20,2,USC1,C00020,P00014,15,EA,7.66,0.05,109.16,0.09,118.98,USD,Delivered
7000001206,631,2025-06-20,2025-06-22,US00,US01,10,2,USE1,C00075,P00013,2,EA,10.86,0.03,21.07,0.08,22.76,USD,Open
7000001206,632,2024-04-21,2024-04-22,US00,US01,10,2,USC1,C00020,P00002,3,EA,1.57,0.11,4.19,0.08,4.53,USD,Billed
7000001206,633,2025-02-14,2025-02-15,US00,US01,20,1,USW1,C00006,P00003,20,EA,11.02,0.16,185.14,0.08,199.95,USD,Delivered
7000001207,634,2024-07-24,2024-07-28,US00,US01,10,2,USE1,C00034,P00005,3,EA,8.36,0.11,22.32,0.09,24.33,USD,Billed
7000001207,635,2024-07-03,2024-07-07,US00,US01,10,1,USE1,C00027,P00007,3,EA,6.82,0.1,18.41,0.05,19.33,USD,Open
